任务编号,任务名（方便管理),通关获得物品(场景ID:物品:数量:几率@场景ID:物品:数量:几率),指定怪物产出物品(怪物ID:物品:数量:几率@怪物ID:物品:数量:几率),收集指定物品(物品:数量@物品:数量),是否保留任务物品(1保留 0删除),击杀指定怪物(怪物ID:数量@怪物ID:数量),后续任务ID,前续任务ID（用于判定该任务是否可接取）,接取成功时候追加任务（任务接取成功时候）,后续支线任务（主线任务交付成功后可用）,任务天数（7日礼包使用）,接取任务成功时候的引导,交付任务成功时候的引导,接取任务开放功能(变量),交付任务开放功能(变量),是否已经被删除不用,任务比较范围和显示先后,是否接取任务后就可交付,是否可自动接取,是否可自动交付,任务添加先后（支线任务任务追踪使用）,任务追踪显示,可交付时点击交付(非自动交付使用),任务类型,公会任务任务类型（1打败NPC，2搜集物资，3通关场景，4指定地图使用道具，5购买特殊商品）,是否是礼包类任务,任务重复次数,任务等级,接任务NPC（游戏中唯一）,完成任务NPC（游戏中唯一）,接取任务给予物品,任务名称,任务目标描述,任务追加描述,任务奖励金钱,任务奖励经验,任务奖励蓝钻,任务奖励魔力精华,任务奖励荣誉值,任务奖励体力,任务奖励活跃度,任务奖励公会贡献度,任务奖励物品,任务职业奖励物品,任务目标地图编号,任务目标场景编号,多任务场景ID(场景ID:场景ID:场景ID),任务所需物品,公会任务搜集物品,公会任务使用特定物品,公会任务购买特定物品,任务目标传送点,任务总次数,任务初始次数,完成需要蓝钻,是否特别显示,交付任务点击脚本函数,点击脚本函数,领取后有引导,完成后有引导,完成提示ID,功能提示字符串ID,特殊显示ID,赏金任务描述显示,ICON显示类型,任务次级类型,任务类型系数,随机重复次数,随机重复次数,任务等级范围,任务等级范围,赏金经验,赏金金币,赏金蓝钻,赏金魔力,赏金精灵口粮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290018,第2天登录,,,,,,,,,,2,,,,,,,1,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
290019,第2天充值,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,ziyu:5@jinglingkouliang3:5,,,,,,,,,,750,,,,,getgold_path1_ontouch,,,,,,,,,,,,,,,,,,
290020,第2天目标之赏金1,,,,,,,,,,2,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:5,,,,,,,,,,1,,,,,open_page_bountymission,,,,,,,,,,,,,,,,,,
290021,第2天目标之赏金2,,,,,,,,,,2,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:6,,,,,,,,,,3,,,,,open_page_bountymission,,,,,,,,,,,,,,,,,,
290022,第2天目标之赏金3,,,,,,,,,,2,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:7,,,,,,,,,,6,,,,,open_page_bountymission,,,,,,,,,,,,,,,,,,
290023,第2天目标之赏金4,,,,,,,,,,2,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:8,,,,,,,,,,10,,,,,open_page_bountymission,,,,,,,,,,,,,,,,,,
290024,第2天目标之喂养精灵到10级,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:9,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
290025,第2天目标之魂器培养2次,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:10,,,,,,,,,,2,,,,,rewardtask_300045_ontouch,,,,,,,,,,,,,,,,,,
290026,第2天目标之获得1件紫装,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:11,,,,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
290027,第2天目标之精灵升到3星,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:12,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
290028,第2天目标之获得3只精灵,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:13,,,,,,,,,,3,,,,,guide_openspiritpage,,,,,,,,,,,,,,,,,,
290029,第2天目标之任意技能升到1阶5星,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang2:14,,,,,,,,,,1,,,,,guide_openskillpage2studynewskill,,,,,,,,,,,,,,,,,,
290030,第2天成长之等级,,,,,,,,,,2,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang3:8,,,,,,,,,,1,,,,,open_page_help_upgrade,,,,,,,,,,,,,,,,,,
290031,第2天成长之战力,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,jinglingkouliang3:10,,,,,,,,,,1,,,,,open_page_help_strong,,,,,,,,,,,,,,,,,,
290032,第2天折扣,,,,,,,,,,2,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290033,第3天登录,,,,,,,,,,3,,,,,,,1,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,xingshi:20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
290034,第3天充值,,,,,,,,,,3,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,zhuangbeisuipian:10@qianghuafuwen:20,,,,,,,,,,1500,,,,,getgold_path1_ontouch,,,,,,,,,,,,,,,,,,
290035,第3天目标之橙装4件,,,,,,,,,,3,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:20,,,1000,,,,,,N_兑换商人亚格,4,,,,,open_page_choujiang,,,,,,,,,,,,,,,,,,
290036,第3天目标之橙装6件,,,,,,,,,,3,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:22,,,1000,,,,,,N_兑换商人亚格,6,,,,,open_page_choujiang,,,,,,,,,,,,,,,,,,
290037,第3天目标之任意装备强化+20,,,,,,,,,,3,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:24,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
290038,第3天目标之任意装备升星+20,,,,,,,,,,3,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:26,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
290039,第3天目标之镶嵌2颗2级宝石,,,,,,,,,,3,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:28,,,,,,,,,,2,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
290040,第3天目标之2-5困难10次,,,,,,,,,,3,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:30,,,2105,,,,,,N_副本传送点2,10,,,,,,,,,,,,,,,,,,,,,,,
290041,第3天目标之3-6精英本2次,,,,,,,,,,3,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:32,,,3006,,,,,,,2,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
290042,第3天目标之分解10件蓝装,,,,,,,,,,3,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:35,,,,,,,,,,10,,,,,open_page_beibao,,,,,,,,,,,,,,,,,,
290043,第3天成长之等级32,,,,,,,,,,3,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,xingshi:80,,,,,,,,,,1,,,,,open_page_help_upgrade,,,,,,,,,,,,,,,,,,
290044,第3天成长之战力20000,,,,,,,,,,3,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,xingshi:100,,,,,,,,,,1,,,,,open_page_help_strong,,,,,,,,,,,,,,,,,,
290045,第3天折扣,,,,,,,,,,3,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290046,第4天登录,,,,,,,,,,4,,,,,,,1,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,qianghuafuwen:20,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
290047,第4天充值,,,,,,,,,,4,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,hunqicailiaolibao:1@hunqibujiancailiao_huoyan:3,,,,,,,,,,2000,,,,,getgold_path1_ontouch,,,,,,,,,,,,,,,,,,
290048,第4天目标之魂器2阶,,,,,,,,,,4,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,hunqicailiao_huoyan:5,,,,,,,,,,1,,,,,rewardtask_300045_ontouch,,,,,,,,,,,,,,,,,,
290049,第4天目标之魂器3阶,,,,,,,,,,4,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,hunqicailiao_bingshuang:6,,,,,,,,,,1,,,,,rewardtask_300045_ontouch,,,,,,,,,,,,,,,,,,
290050,第4天目标之精英BOSS3次,,,,,,,,,,4,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,hunqicailiao_judu:7,,,,,,,,,,3,,,,,open_page_fightboss,,,,,,,,,,,,,,,,,,
290051,第4天目标之3-5困难10次,,,,,,,,,,4,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,hunqicailiao_leiting:8,,,3105,,,,,,N_副本传送点3,10,,,,,,,,,,,,,,,,,,,,,,,
290052,第4天目标之4-5困难10次,,,,,,,,,,4,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,hunqicailiao_huoyan:10,,,4105,,,,,,N_副本传送点4,10,,,,,,,,,,,,,,,,,,,,,,,
290053,第4天成长之等级34,,,,,,,,,,4,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,hunqibujianshengji_2:8,,,,,,,,,,1,,,,,open_page_help_upgrade,,,,,,,,,,,,,,,,,,
290054,第4天成长之战力25000,,,,,,,,,,4,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,hunqibujianshengji_2:10,,,,,,,,,,1,,,,,open_page_help_strong,,,,,,,,,,,,,,,,,,
290055,第4天折扣,,,,,,,,,,4,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290056,第5天登录,,,,,,,,,,5,,,,,,,1,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,money:100000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
290057,第5天充值,,,,,,,,,,5,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,3jibaoshidai:1@zhuangbeisuipian:10,,,,,,,,,,4000,,,,,getgold_path1_ontouch,,,,,,,,,,,,,,,,,,
290058,第5天目标之工会捐献1次,,,,,,,,,,5,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:200,,,,,,,,,,1,,,,,open_page_gonghui,,,,,,,,,,,,,,,,,,
290059,第5天目标之工会任务5次,,,,,,,,,,5,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:220,,,,,,,,,,5,,,,,open_page_gonghui,,,,,,,,,,,,,,,,,,
290060,第5天目标之公会战1次,,,,,,,,,,5,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:240,,,,,,,,,,1,,,,,open_page_gonghui,,,,,,,,,,,,,,,,,,
290061,第5天目标之添加好友5个,,,,,,,,,,5,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:260,,,,,,,,,,5,,,,,open_page_friend,,,,,,,,,,,,,,,,,,
290062,第5天目标之劫镖1次,,,,,,,,,,5,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:280,,,,,,,,,,1,,,,,open_page_nueduowuzhi,,,,,,,,,,,,,,,,,,
290063,第5天目标之雇佣小伙伴3次,,,,,,,,,,5,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:300,,,3105,,,,,,N_副本传送点3,3,,,,,,,,,,,,,,,,,,,,,,,
290064,第5天成长之等级35,,,,,,,,,,5,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:300,,,,,,,,,,1,,,,,open_page_help_upgrade,,,,,,,,,,,,,,,,,,
290065,第5天成长之战力30000,,,,,,,,,,5,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,gonghuigongxian:500,,,,,,,,,,1,,,,,open_page_help_strong,,,,,,,,,,,,,,,,,,
290066,第5天折扣,,,,,,,,,,5,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290067,第6天登录,,,,,,,,,,6,,,,,,,1,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,tilidan4:5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
290068,第6天消费,,,,,,,,,,6,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,yuansuzhixinmohe:3@molijinghua:30000,,,,,,,,,,5000,,,,,getgold_path1_ontouch,,,,,,,,,,,,,,,,,,
290069,第6天目标之成就50点,,,,,,,,,,6,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:50,,,,,,,,,,50,,,,,open_page_achievement,,,,,,,,,,,,,,,,,,
290070,第6天目标之成就70点,,,,,,,,,,6,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:60,,,,,,,,,,70,,,,,open_page_achievement,,,,,,,,,,,,,,,,,,
290071,第6天目标之成就100点,,,,,,,,,,6,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:70,,,,,,,,,,100,,,,,open_page_achievement,,,,,,,,,,,,,,,,,,
290072,第6天目标之天梯胜利5次,,,,,,,,,,6,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:80,,,,,,,,,,5,,,,,open_page_tianti,,,,,,,,,,,,,,,,,,
290073,第6天目标之无尽之塔20层,,,,,,,,,,6,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:90,,,1000,,,,,,N_通天塔守护者,1,,,,,,,,,,,,,,,,,,,,,,,
290074,第6天目标之排位赛战斗5次,,,,,,,,,,6,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:100,,,,,,,,,,5,,,,,open_page_rank,,,,,,,,,,,,,,,,,,
290075,第6天成长之等级36,,,,,,,,,,6,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:200,,,,,,,,,,1,,,,,open_page_help_upgrade,,,,,,,,,,,,,,,,,,
290076,第6天成长之战力35000,,,,,,,,,,6,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,rongyuzhi:300,,,,,,,,,,1,,,,,open_page_help_strong,,,,,,,,,,,,,,,,,,
290077,第6天折扣,,,,,,,,,,6,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290078,第7天登录,,,,,,,,,,7,,,,,,,1,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,money:200000,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
290079,第7天消费,,,,,,,,,,7,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,yuansuzhixinmohe:5@molijinghua:50000,,,,,,,,,,6000,,,,,getgold_path1_ontouch,,,,,,,,,,,,,,,,,,
290080,第7天目标之目标40个,,,,,,,,,,7,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,molongjiejing:1,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,
290081,第7天目标之目标50个,,,,,,,,,,7,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,siwangzhiyi_suipian:5,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,
290082,第7天目标之目标60个,,,,,,,,,,7,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,chengyu:1,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,
290083,第7天目标之目标70个,,,,,,,,,,7,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,hongfenshuangzai_zi_shangpin:1,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,
290084,第7天成长之等级37,,,,,,,,,,7,,,,,,,0,1,0,2,,1,7,,,0,1,,,,,,,,,,,,,,,zhuangbeisuipian:10,,,,,,,,,,1,,,,,open_page_help_upgrade,,,,,,,,,,,,,,,,,,
290085,第7天成长之战力40000,,,,,,,,,,7,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,zhuangbeisuipian:12,,,,,,,,,,1,,,,,open_page_help_strong,,,,,,,,,,,,,,,,,,
290086,第7天折扣,,,,,,,,,,7,,,,,,,0,1,0,1,,1,7,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300036,每日登陆,,,,,,,,,,,,,,,,,,,,1,1,1,4,,,0,23,,,,50811,50812,,,,,,,,10,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,1,100,,,,,
300002,勇闯蜘蛛洞,,,,,,,,,,,,,,,,300002:300022@300002:300022,,,,4,1,1,4,,,0,23,,,,50813,50814,,,,,,,,10,,,,,,,,,,,N_蜘蛛守卫西蒙斯,2,,,,,,,,,,,,,2,,,,23,100,,,,,
300003,组队下本,,,,,,,,,,,,,,,,300003:300023:300041@300003:300023:300041,,,,5,1,1,4,,,0,23,,,,50815,50816,,,,,,,,10,,,,,,,,,,,,3,,,,,open_page_fuben,,,,,,,,2,,,,19,100,,,,,
300006,独自闯关,,,,,,,,,,,,,,,,300006:300027:300028@300006:300027:300028,,,,18,1,1,4,,,0,23,,,,50817,50818,,,,,,,,10,,,,,-1,1001:1002:1003:1004:1005:1101:1102:1103:1104:1105:2001:2002:2003:2004:2005:2101:2102:2103:2104:2105:3001:3002:3003:3004:3005:3101:3102:3103:3104:3105:4001:4002:4003:4004:4005:4101:4102:4103:4104:4105:5001:5002:5003:5004:5005:5006:5101:5102:5103:5104:5105:5106:6001:6002:6003:6004:6005:6006:6101:6102:6103:6104:6105:6106:7001:7002:7003:7004:7005:7006:7101:7102:7103:7104:7105:7106:8001:8002:8003:8004:8005:8006:8101:8102:8103:8104:8105:8106:9001:9002:9003:9004:9005:9006:9007:9101:9102:9103:9104:9105:9106:9107,,,,,N_副本传送点1,10,,,,,,,,,,,,,1,,,,15,100,,,,,
300042,攀登天梯,,,,,,,,,,,,,,,,,,,,3,1,1,4,,,0,23,,,,50819,50820,,,,,,,,10,,,,,,,,,,,,5,,,,,open_page_yingxiongdian,,,,,,,,2,,,,15,100,,,,,
300010,发起挑战,,,,,,,,,,,,,,,,300010:300029:300030:300031@300010:300029:300030:300031,,,,6,1,1,4,,,0,23,,,,50821,50822,,,,,,,,5,,,,,1110,,,,,,,5,,,,,open_page_yingxiongdian,,,,,,,,2,,,,25,100,,,,,
300043,BOSS挑战,,,,,,,,,,,,,,,,,,,,7,1,1,4,,,0,25,,,,50823,50824,,,,,,,,5,,,,,,,,,,,,3,,,,,rewardtask_300043_ontouch,,,,,,,,2,,,,25,100,,,,,
300012,无尽之塔,,,,,,,,,,,,,,,,,,,,8,1,1,4,,,0,26,,,,50825,50826,,,,,,,,5,,,,,994,,,,,,N_通天塔守护者,5,,,,,,,,,,,,,1,,,,26,100,,,,,
300013,护送物资,,,,,,,,,,,,,,,,,,,,9,1,1,4,,,0,28,,,,50827,50828,,,,,,,,5,,,,,,,,,,,N_护送NPC海格,2,,,,,,,,,,,,,2,,,,28,100,,,,,
300011,试炼之地,,,,,,,,,,,,,,,,300011:300032@300011:300032,,,,10,1,1,4,,,0,25,,,,50829,50830,,,,,,,,5,,,,,978,,,,,,,1,,,,,open_page_shilianzhidi,,,,,,,,2,,,,25,100,,,,,
300001,幸运抽奖,,,,,,,,,,,,,,,,300001:300021@300001:300021,,,,11,1,1,4,,,0,23,,,,50832,50833,,,,,,,,5,,,,,,,,,,,,5,,,,,open_page_choujiang,,,,,,,,2,,,,17,100,,,,,
300046,神秘商店,,,,,,,,,,,,,,,,,,,,12,1,1,4,,,0,23,,,,50834,50835,,,,,,,,10,,,,,,,,,,,,1,,,,,rewardtask_300046_ontouch,,,,,,,,2,,,,20,100,,,,,
300004,女神祈祷,,,,,,,,,,,,,,,,300004:300024@300004:300024,,,,13,1,1,4,,,0,23,,,,50836,50837,,,,,,,,5,,,,,,,,,,,,2,,,,,open_page_qifu,,,,,,,,2,,,,20,100,,,,,
300035,急速猎杀,,,,,,,,,,,,,,,,,,,,14,1,1,4,,,0,30,,,,50838,50839,,,,,,,,5,,,,,,,,,,,,1,,,,,rewardtask_300035_ontouch,,,,,,,,2,,,,30,100,,,,,
300049,赏金任务,,,,,,,,,,,,,,,,,,,,15,1,1,4,,,0,23,,,,50840,50841,,,,,,,,5,,,,,,,,,,,,5,,,,,rewardtask_300049_ontouch,,,,,,,,2,,,,1,100,,,,,
300026,打造装备3,,,,,,,,,,,,,,,,,,,,16,1,1,4,,,0,23,,,,53015,53016,,,,,,,,8,,,,,,,,,,,,3,,,,,open_page_beibao,,,,,,,,2,,,,1,100,,,,,
300000,喂养精灵,,,,,,,,,,,,,,,,,,,,17,1,1,4,,,0,23,,,,53017,53018,,,,,,,,8,,,,,,,,,,,,1,,,,,guide_openspiritpage,,,,,,,,2,,,,1,100,,,,,
300050,折扣专区,,,,,,,,,,,,,,,,,,,,19,1,1,4,,,0,23,,,,53019,53020,,,,,,,,5,,,,,,,,,,,,1,,,,,rewardtask_300050_ontouch,,,,,,,,2,,,,1,100,,,,,
300015,导师试炼,,,,,,,,,,,,,,,,,,,,90,1,1,4,,,0,35,,,,50842,50843,,,,,,,,5,,,,,,,,,,,导师,1,,,,,rewardtask_300015_ontouch,,,,,,,,2,,,,35,100,,,,,
300016,永恒守卫,,,,,,,,,,,,,,,,,,,,80,1,1,4,,,0,38,,,,50844,50845,,,,,,,,3,,,,,979,,,,,,,1,,,,,OpenYongHengShouWei,,,,,,,,1,,,,25,100,,,,,
300020,喂养精灵2,,,,,,,,,,,,,,,1,300000:300020@300000:300020,,,,60,1,1,4,,,0,23,,,,50861,50995,,,,,,,,5,,,,,,,,,,,,2,,,,,guide_openspiritpage,,,,,,,,2,,,,1,100,,,,,
300021,幸运抽奖2,,,,,,,,,,,,,,,1,300001:300021@300001:300021,,,,40,1,1,4,,,0,23,,,,50862,50898,,,,,,,,2,,,,,,,,,,,,2,,,,,open_page_choujiang,,,,,,,,2,,,,1,100,,,,,
300023,组队下本2,,,,,,,,,,,,,,,1,300003:300023:300041@300003:300023:300041,,,,90,1,1,4,,,0,23,,,,50864,50997,,,,,,,,4,,,,,,,,,,,,2,,,,,open_page_fuben,,,,,,,,2,,,,1,100,,,,,
300041,组队下本3,,,,,,,,,,,,,,,1,300003:300023:300041@300003:300023:300041,,,,90,1,1,4,,,0,23,,,,50865,50998,,,,,,,,4,,,,,,,,,,,,3,,,,,open_page_fuben,,,,,,,,2,,,,1,100,,,,,
300024,女神祈祷2,,,,,,,,,,,,,,,1,300004:300024@300004:300024,,,,20,1,1,4,,,0,23,,,,50866,50871,,,,,,,,4,,,,,,,,,,,,2,,,,,open_page_qifu,,,,,,,,2,,,,1,100,,,,,
300005,打造装备,,,,,,,,,,,,,,,1,300005:300025:300026@300005:300025:300026,,,,30,1,1,4,,,0,23,,,,50822,50823,,,,,,,,5,,,,,,,,,,,,1,,,,,open_page_beibao,,,,,,,,2,,,,1,100,,,,,
300025,打造装备2,,,,,,,,,,,,,,,1,300005:300025:300026@300005:300025:300026,,,,30,1,1,4,,,0,23,,,,50867,50874,,,,,,,,5,,,,,,,,,,,,2,,,,,open_page_beibao,,,,,,,,2,,,,1,100,,,,,
300027,独自闯关2,,,,,,,,,,,,,,,1,300006:300027:300028@300006:300027:300028,,,,90,1,1,4,,,0,23,,,,50869,50872,,,,,,,,3,,,,,-1,,,,,,N_副本传送点2,3,,,,,,,,,,,,,1,,,,1,100,,,,,
300028,独自闯关3,,,,,,,,,,,,,,,1,300006:300027:300028@300006:300027:300028,,,,90,1,1,4,,,0,23,,,,50870,50873,,,,,,,,5,,,,,-1,,,,,,N_副本传送点3,5,,,,,,,,,,,,,1,,,,1,100,,,,,
300009,死斗恶灵,,,,,,,,,,,,,,,,,,,,75,1,1,4,,,0,23,,,,50831,50822,,,,,,,,5,,,,,1116,,,,,,,3,,,,,open_page_yingxiongdian,,,,,,,,1,,,,23,100,,,,,
300029,发起挑战2,,,,,,,,,,,,,,,1,300010:300029:300030:300031@300010:300029:300030:300031,,,,50,1,1,4,,,0,23,,,,50876,50999,,,,,,,,4,,,,,1110,,,,,,,2,,,,,open_page_yingxiongdian,,,,,,,,1,,,,25,100,,,,,
300030,发起挑战3,,,,,,,,,,,,,,,1,300010:300029:300030:300031@300010:300029:300030:300031,,,,50,1,1,4,,,0,23,,,,50877,50878,,,,,,,,4,,,,,1110,,,,,,,4,,,,,open_page_yingxiongdian,,,,,,,,1,,,,25,100,,,,,
300031,发起挑战4,,,,,,,,,,,,,,,1,300010:300029:300030:300031@300010:300029:300030:300031,,,,50,1,1,4,,,0,23,,,,50879,50880,,,,,,,,5,,,,,1110,,,,,,,8,,,,,open_page_yingxiongdian,,,,,,,,1,,,,25,100,,,,,
300032,试炼之地2,,,,,,,,,,,,,,,1,300011:300032@300011:300032,,,,70,1,1,4,,,0,25,,,,50881,51000,,,,,,,,5,,,,,978,,,,,,,2,,,,,open_page_shilianzhidi,,,,,,,,1,,,,25,100,,,,,
300033,获得成就,,,,,,,,,,,,,,,1,,,,,90,1,1,4,,,0,23,,,,50882,50883,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,23,100,,,,,
